uri,artist,album,name,artists,track_number,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre
spotify:track:5qN4HFkapdAOV94XPryVof,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Black Panther,['Kendrick Lamar'],1,130613,True,0.625,0.618,0.582,3.84e-06,0.265,-9.454,0.297,90.035,0.48,57,hiphop
spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,Kendrick Lamar,Black Panther The Album Music From And Inspired By,All The Stars (with SZA),"['Kendrick Lamar', 'SZA']",2,232186,True,0.0605,0.698,0.633,0.000194,0.0926,-4.946,0.0597,96.924,0.552,78,hiphop
spotify:track:4LmAnpjlhWTahvRkYR8xJa,Kendrick Lamar,Black Panther The Album Music From And Inspired By,X (with 2 Chainz & Saudi),"['ScHoolboy Q', '2 Chainz', 'Saudi']",3,267426,True,0.0201,0.768,0.471,0.0,0.268,-8.406,0.259,131.023,0.405,70,hiphop
spotify:track:5jyyPsIGM2yqkZN9R3TmvN,Kendrick Lamar,Black Panther The Album Music From And Inspired By,The Ways (with Swae Lee),"['Khalid', 'Swae Lee']",4,238893,True,0.0626,0.727,0.72,1.21e-06,0.176,-5.856,0.0488,140.08,0.589,65,hiphop
spotify:track:7bUcBztfGqO7cSI2gMZeCI,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Opps (with Yugen Blakrok),"['Vince Staples', 'Yugen Blakrok']",5,180893,True,0.152,0.706,0.775,3.32e-05,0.416,-6.819,0.335,127.929,0.847,59,hiphop
spotify:track:0DJBgBiYeSn6n1AXAkFVE8,Kendrick Lamar,Black Panther The Album Music From And Inspired By,I Am,['Jorja Smith'],6,208760,True,0.144,0.601,0.583,9.73e-05,0.183,-5.725,0.263,148.785,0.32,62,hiphop
spotify:track:2tPcTFiQF9MbVUyjZ3zDhA,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Paramedic!,['SOB X RBE'],7,219306,True,0.177,0.856,0.652,0.0,0.193,-5.324,0.143,97.017,0.471,67,hiphop
spotify:track:4KXwFI9pgJLpUIAc9oSL8j,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Bloody Waters (with Anderson .Paak & James Blake),"['Ab-Soul', 'Anderson .Paak', 'James Blake']",8,272306,True,0.185,0.507,0.606,0.0,0.174,-8.758,0.452,180.607,0.202,62,hiphop
spotify:track:1eLSF6HfrRA0AsNmTkUlKx,Kendrick Lamar,Black Panther The Album Music From And Inspired By,"King's Dead (with Kendrick Lamar, Future & James Blake)","['Jay Rock', 'Kendrick Lamar', 'Future', 'James Blake']",9,225266,True,0.00102,0.566,0.724,0.0,0.158,-4.574,0.323,81.774,0.407,65,hiphop
spotify:track:4FpfU1O7WCLBnmwu5XAFk4,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Redemption Interlude,['Zacari'],10,85266,True,0.662,0.549,0.449,4.88e-05,0.0866,-13.645,0.104,121.164,0.223,52,hiphop
spotify:track:76iVOVsliCHlWqKuDnCfhE,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Redemption (with Babes Wodumo),"['Zacari', 'Babes Wodumo']",11,222093,True,0.139,0.778,0.765,0.0274,0.123,-7.175,0.128,125.062,0.642,57,hiphop
spotify:track:35cOyocq8Gb6UcT0NWeTwn,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Seasons (with Sjava & Reason),"['Mozzy', 'Sjava', 'REASON']",12,242293,True,0.28,0.629,0.554,0.0,0.158,-6.759,0.326,126.694,0.308,56,hiphop
spotify:track:5cXg9IQS34FzLVdHhp7hu7,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Big Shot (with Travis Scott),"['Kendrick Lamar', 'Travis Scott']",13,221826,True,0.00759,0.855,0.478,0.0,0.101,-9.116,0.193,130.018,0.284,68,hiphop
spotify:track:77UjLW8j5UAGAGVGhR5oUK,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Pray For Me (with Kendrick Lamar),"['The Weeknd', 'Kendrick Lamar']",14,211440,True,0.0762,0.735,0.677,2.17e-05,0.111,-4.979,0.093,100.584,0.188,76,hiphop
spotify:track:2PESSRrfGBuDrJ1I7rm8dc,Kendrick Lamar,DAMN. COLLECTORS EDITION.,DUCKWORTH.,['Kendrick Lamar'],1,248613,True,0.0536,0.552,0.731,0.0,0.258,-6.873,0.615,174.516,0.632,46,hiphop
spotify:track:4suzR7RVn00QijvJPkMVMf,Kendrick Lamar,DAMN. COLLECTORS EDITION.,GOD.,['Kendrick Lamar'],2,248826,True,0.0347,0.706,0.557,0.0,0.276,-5.8,0.0813,132.98,0.205,45,hiphop
spotify:track:28J8MZFrSMvd5gWxAGRBq1,Kendrick Lamar,DAMN. COLLECTORS EDITION.,FEAR.,['Kendrick Lamar'],3,460573,True,0.604,0.588,0.479,7.2e-06,0.527,-7.039,0.281,150.414,0.434,45,hiphop
spotify:track:0lJZRic5kToowUXH35uy7P,Kendrick Lamar,DAMN. COLLECTORS EDITION.,XXX. FEAT. U2.,"['Kendrick Lamar', 'U2']",4,254200,True,0.138,0.568,0.619,1.67e-06,0.11,-6.899,0.414,170.115,0.293,45,hiphop
spotify:track:0R9U7yIlLm8KAL6iQbwKKT,Kendrick Lamar,DAMN. COLLECTORS EDITION.,LOVE. FEAT. ZACARI.,"['Kendrick Lamar', 'Zacari']",5,213400,True,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,126.058,0.779,46,hiphop
spotify:track:1PKNKessUE10zYclDWNRfE,Kendrick Lamar,DAMN. COLLECTORS EDITION.,LUST.,['Kendrick Lamar'],6,307880,True,0.193,0.678,0.562,0.0,0.104,-9.197,0.508,94.241,0.566,44,hiphop
spotify:track:0gvQoTWRxsW5Rd7KgPp0u3,Kendrick Lamar,DAMN. COLLECTORS EDITION.,HUMBLE.,['Kendrick Lamar'],7,177000,True,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0.102,150.011,0.421,46,hiphop
spotify:track:1P9LiOkE3LnKSYsoz1F8A7,Kendrick Lamar,DAMN. COLLECTORS EDITION.,PRIDE.,['Kendrick Lamar'],8,275253,True,0.0786,0.665,0.535,1.68e-05,0.154,-7.056,0.0572,138.842,0.37,46,hiphop
spotify:track:0Omhxcy38tjNxqVZshdfpf,Kendrick Lamar,DAMN. COLLECTORS EDITION.,LOYALTY. FEAT. RIHANNA.,"['Kendrick Lamar', 'Rihanna']",9,227360,True,0.0265,0.658,0.535,0.0,0.2,-8.983,0.0573,110.684,0.419,45,hiphop
spotify:track:3hKPfWwm32Nv7Xj57lrxeC,Kendrick Lamar,DAMN. COLLECTORS EDITION.,FEEL.,['Kendrick Lamar'],10,214826,True,0.137,0.746,0.798,0.0,0.139,-8.382,0.349,109.968,0.553,44,hiphop
spotify:track:3uubYELqTxIOqGalMtUq63,Kendrick Lamar,DAMN. COLLECTORS EDITION.,ELEMENT.,['Kendrick Lamar'],11,208733,True,0.204,0.748,0.705,0.0,0.246,-4.547,0.485,189.891,0.483,46,hiphop
spotify:track:7tC6nVqWp4FALU6I3li1g9,Kendrick Lamar,DAMN. COLLECTORS EDITION.,YAH.,['Kendrick Lamar'],12,160293,True,0.576,0.67,0.7,5.34e-06,0.226,-7.893,0.196,69.986,0.648,43,hiphop
spotify:track:4odAJ4IxmYzy3co4TeYP24,Kendrick Lamar,DAMN. COLLECTORS EDITION.,DNA.,['Kendrick Lamar'],13,185946,True,0.00454,0.638,0.523,0.0,0.0842,-6.664,0.357,139.913,0.422,46,hiphop
spotify:track:1WonGCoO1sz7I4aD0HRbXy,Kendrick Lamar,DAMN. COLLECTORS EDITION.,BLOOD.,['Kendrick Lamar'],14,118066,True,0.142,0.357,0.238,0.0859,0.55,-16.78,0.265,156.907,0.494,40,hiphop
spotify:track:6OkOFxU6j0UufR97VgSnS7,Kendrick Lamar,untitled unmastered.,untitled 01 | 08.19.2014.,['Kendrick Lamar'],1,247746,True,0.321,0.57,0.584,0.0,0.0868,-11.708,0.405,102.19,0.107,49,hiphop
spotify:track:3I0FBDc1c1BLNtXWKVjmFg,Kendrick Lamar,untitled unmastered.,untitled 02 | 06.23.2014.,['Kendrick Lamar'],2,258826,True,0.341,0.667,0.508,0.0,0.644,-10.337,0.451,89.436,0.093,60,hiphop
spotify:track:2fgAJeky8Cpsr8Cfvn2NVp,Kendrick Lamar,untitled unmastered.,untitled 03 | 05.28.2013.,['Kendrick Lamar'],3,154346,True,0.608,0.813,0.549,1e-06,0.129,-12.427,0.269,103.914,0.562,53,hiphop
spotify:track:1U13SSgDOxK98L1FTWYrjQ,Kendrick Lamar,untitled unmastered.,untitled 04 | 08.14.2014.,['Kendrick Lamar'],4,110066,True,0.864,0.512,0.128,0.0,0.512,-21.49,0.252,103.056,0.219,49,hiphop
spotify:track:3V8vWoCbKbfjNrPaQ4YtSg,Kendrick Lamar,untitled unmastered.,untitled 05 | 09.21.2014.,['Kendrick Lamar'],5,338426,True,0.321,0.461,0.62,0.0,0.151,-9.822,0.496,153.941,0.422,52,hiphop
spotify:track:4M2t7bP4Mq87mGMn0PObUX,Kendrick Lamar,untitled unmastered.,untitled 06 | 06.30.2014.,['Kendrick Lamar'],6,208013,True,0.0992,0.669,0.541,7.69e-06,0.254,-11.291,0.0461,89.083,0.645,54,hiphop
spotify:track:40IQooNkPRVtn4zlE3ZFpA,Kendrick Lamar,untitled unmastered.,untitled 07 | 2014 - 2016,['Kendrick Lamar'],7,496173,True,0.732,0.567,0.463,0.0,0.709,-11.669,0.504,126.982,0.324,59,hiphop
spotify:track:5bBUDJUfGcG7eFy3Bf4fXv,Kendrick Lamar,untitled unmastered.,untitled 08 | 09.06.2014.,['Kendrick Lamar'],8,235506,True,0.25,0.85,0.524,2.46e-06,0.114,-9.375,0.204,120.004,0.686,55,hiphop
spotify:track:3bfADkn4569mddf3NuIyKh,Kendrick Lamar,To Pimp A Butterfly,Wesley's Theory,"['Kendrick Lamar', 'George Clinton', 'Thundercat']",1,287360,True,0.359,0.509,0.787,2.76e-05,0.26,-6.754,0.265,114.449,0.507,18,hiphop
spotify:track:4c5DfSNdMMD0WfAzC11Eb5,Kendrick Lamar,To Pimp A Butterfly,For Free? - Interlude,['Kendrick Lamar'],2,130893,True,0.588,0.526,0.896,0.0,0.37,-4.708,0.197,129.313,0.745,13,hiphop
spotify:track:2XijsLg3IR0IkUMKtlqdvT,Kendrick Lamar,To Pimp A Butterfly,King Kunta,['Kendrick Lamar'],3,234693,True,0.00589,0.884,0.657,0.0,0.154,-4.569,0.0977,107.059,0.489,22,hiphop
spotify:track:1FUcuS5FpYqBrIgTD9fXTQ,Kendrick Lamar,To Pimp A Butterfly,Institutionalized,"['Kendrick Lamar', 'Bilal', 'Anna Wise', 'Snoop Dogg']",4,271773,True,0.112,0.539,0.731,1.19e-06,0.129,-5.085,0.453,81.114,0.568,16,hiphop
spotify:track:7grlZyuGxtz5uWBNJ7aCmO,Kendrick Lamar,To Pimp A Butterfly,These Walls,"['Kendrick Lamar', 'Bilal', 'Anna Wise', 'Thundercat']",5,300973,True,0.11,0.752,0.489,3.57e-06,0.202,-5.233,0.137,108.005,0.373,18,hiphop
spotify:track:7iVC68z9TYxNpFCQfs6TUE,Kendrick Lamar,To Pimp A Butterfly,u,['Kendrick Lamar'],6,268493,True,0.26,0.406,0.798,0.0,0.461,-5.585,0.432,71.547,0.58,14,hiphop
spotify:track:6oakQZRgFZ5FRHDr3GoiPF,Kendrick Lamar,To Pimp A Butterfly,Alright,['Kendrick Lamar'],7,219333,True,0.0742,0.796,0.766,0.0,0.0827,-5.974,0.238,110.034,0.558,22,hiphop
spotify:track:7KCvyzT5jtlJwoyUN8Uw0A,Kendrick Lamar,To Pimp A Butterfly,For Sale? - Interlude,['Kendrick Lamar'],8,291720,True,0.442,0.301,0.686,0.000115,0.121,-8.36,0.0831,79.036,0.276,13,hiphop
spotify:track:2bwC0ggz9qwYcCIpM1fBzK,Kendrick Lamar,To Pimp A Butterfly,Momma,['Kendrick Lamar'],9,283120,True,0.254,0.615,0.743,0.0,0.665,-4.58,0.325,111.914,0.515,12,hiphop
spotify:track:0lGb6cqAouFJqlNT0HJEcV,Kendrick Lamar,To Pimp A Butterfly,Hood Politics,['Kendrick Lamar'],10,292520,True,0.145,0.731,0.661,0.0,0.12,-6.562,0.376,87.912,0.369,14,hiphop
spotify:track:4eZCJ2OFRnyfbPwH21tPL0,Kendrick Lamar,To Pimp A Butterfly,How Much A Dollar Cost,"['Kendrick Lamar', 'James Fauntleroy', 'Ronald Isley']",11,261746,True,0.415,0.624,0.729,0.0,0.135,-4.747,0.198,87.948,0.334,13,hiphop
spotify:track:69u3f33ziqgUZkHpxhWuid,Kendrick Lamar,To Pimp A Butterfly,Complexion (A Zulu Love),"['Kendrick Lamar', 'Rapsody']",12,263360,True,0.566,0.665,0.558,4.57e-06,0.219,-7.863,0.303,89.953,0.37,12,hiphop
spotify:track:5iazFRMdIQ78zSjPoxWQNI,Kendrick Lamar,To Pimp A Butterfly,The Blacker The Berry,['Kendrick Lamar'],13,328826,True,0.00713,0.553,0.852,0.0,0.463,-4.08,0.305,176.058,0.27,14,hiphop
spotify:track:4AzVz6cA7rsH4mYP1hmPhz,Kendrick Lamar,To Pimp A Butterfly,You Ain't Gotta Lie (Momma Said),['Kendrick Lamar'],14,241680,True,0.455,0.443,0.635,2.07e-05,0.285,-5.404,0.223,93.742,0.672,11,hiphop
spotify:track:6v0yKEba7ZN6BHkOOoWfsN,Kendrick Lamar,To Pimp A Butterfly,i,['Kendrick Lamar'],15,336013,True,0.708,0.541,0.809,0.0,0.72,-4.286,0.324,120.094,0.753,15,hiphop
spotify:track:4AS5UEGASSIcbnwfDGOoK2,Kendrick Lamar,To Pimp A Butterfly,Mortal Man,['Kendrick Lamar'],16,727106,True,0.665,0.567,0.525,0.0,0.708,-9.043,0.75,86.935,0.416,10,hiphop
spotify:track:5FF6Pyuh5jW6ybKHiaiGMy,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Sherane a.k.a Master Splinter’s Daughter,['Kendrick Lamar'],1,273640,True,0.486,0.503,0.508,0.0102,0.124,-11.094,0.52,81.908,0.317,49,hiphop
spotify:track:5h5tBFnbcVioFXiOixTn6E,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)","Bitch, Don’t Kill My Vibe",['Kendrick Lamar'],2,310720,True,0.0152,0.587,0.698,0.0,0.442,-8.948,0.0943,133.954,0.0985,64,hiphop
spotify:track:1BR5vhAlaoUiijQ28p6jlN,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Backseat Freestyle,['Kendrick Lamar'],3,212653,True,0.000739,0.546,0.651,0.0,0.235,-7.601,0.3,77.878,0.646,59,hiphop
spotify:track:4F8rYEoiBjPaRgQXLVtN5a,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",The Art of Peer Pressure,['Kendrick Lamar'],4,324533,True,0.286,0.555,0.611,0.00106,0.273,-9.216,0.356,94.939,0.411,54,hiphop
spotify:track:0UtnpKaReKUg2GquaSxCyD,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Money Trees,"['Kendrick Lamar', 'Jay Rock']",5,386906,True,0.0703,0.716,0.531,0.0,0.224,-7.355,0.122,71.994,0.344,66,hiphop
spotify:track:3MLOAIJNWWS8FQpvdaiKR7,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Poetic Justice,"['Kendrick Lamar', 'Drake']",6,300160,True,0.157,0.779,0.572,0.0,0.246,-9.985,0.378,135.956,0.647,61,hiphop
spotify:track:0PKJxo97zXT8oAwl2zFnPh,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",good kid,['Kendrick Lamar'],7,214120,True,0.0623,0.451,0.831,0.0,0.185,-8.641,0.307,176.162,0.41,52,hiphop
spotify:track:3qX1dqmDdmMvvfMVfsx4Bh,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",m.A.A.d city,"['Kendrick Lamar', 'MC Eiht']",8,350120,True,0.0538,0.487,0.729,4.07e-06,0.44,-6.815,0.271,91.048,0.217,66,hiphop
spotify:track:40wUM3LFZOlUcZfxEIZrYK,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Swimming Pools (Drank) - Extended Version,['Kendrick Lamar'],9,313786,True,0.123,0.716,0.485,2.69e-05,0.604,-7.745,0.404,74.132,0.26,61,hiphop
spotify:track:1Z2FvDFZSDQ23s4BDqpWqZ,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)","Sing About Me, I'm Dying Of Thirst",['Kendrick Lamar'],10,723573,True,0.303,0.654,0.753,8.08e-05,0.13,-7.556,0.395,110.722,0.371,55,hiphop
spotify:track:73eGiraiU7JkIsmFyQyJAv,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Real,"['Kendrick Lamar', 'Anna Wise']",11,443413,True,0.0282,0.652,0.458,0.0,0.664,-12.272,0.194,100.046,0.174,50,hiphop
spotify:track:0O6cYePgIBlMQ0pAFate3q,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Compton,"['Kendrick Lamar', 'Dr. Dre']",12,248093,True,0.0815,0.342,0.907,0.0,0.383,-4.432,0.415,170.38,0.225,50,hiphop
spotify:track:5jHilrZDaP1vJMZfdN1He3,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",The Recipe - Bonus Track,"['Kendrick Lamar', 'Dr. Dre']",1,352853,True,0.000589,0.759,0.782,0.0,0.35,-6.975,0.0741,131.04,0.507,58,hiphop
spotify:track:6P6HGbOoWUynE2U7yLwLnY,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Black Boy Fly - Bonus Track,['Kendrick Lamar'],2,279146,True,0.108,0.593,0.731,1.52e-06,0.103,-5.21,0.149,160.084,0.61,47,hiphop
spotify:track:0NfYAsKygCYwPA2BgTZ1qg,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Now Or Never - Bonus Track,"['Kendrick Lamar', 'Mary J. Blige']",3,256213,False,0.264,0.528,0.708,0.0,0.305,-5.879,0.207,97.8,0.781,51,hiphop
spotify:track:4wshBvO4qMrxJnPlfkeUWi,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)","Bitch, Don’t Kill My Vibe - Remix","['Kendrick Lamar', 'JAY-Z']",4,278586,True,0.0513,0.636,0.788,0.0,0.204,-5.766,0.252,133.722,0.143,50,hiphop
spotify:track:1IjxCFAyR1ysajk10iHsKh,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)","Bitch, Don’t Kill My Vibe - International Remix / Explicit Version","['Kendrick Lamar', 'Emeli Sandé']",5,305813,True,0.0109,0.67,0.811,0.0,0.503,-6.61,0.0815,134.057,0.082,45,hiphop
spotify:track:5pu7aEkjSMFVxFiboIDixE,J. Cole,Revenge Of The Dreamers III: Director's Cut,Under The Sun (with J. Cole & Lute feat. DaBaby),"['Dreamville', 'J. Cole', 'Lute', 'DaBaby']",1,201773,True,0.539,0.723,0.656,0.0,0.298,-6.432,0.338,138.836,0.155,60,hiphop
spotify:track:1SYZeqExX1250udNlaEAze,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)","['Dreamville', 'JID', 'Bas', 'J. Cole', 'EARTHGANG', 'Young Nudy']",2,169146,True,0.038,0.81,0.584,0.0,0.0559,-5.364,0.339,149.814,0.715,58,hiphop
spotify:track:7KNE7h5dcOP8HgfrlAkHuE,J. Cole,Revenge Of The Dreamers III: Director's Cut,LamboTruck (with Cozz feat. REASON & Childish Major),"['Dreamville', 'Cozz', 'REASON', 'Childish Major']",3,229386,True,0.0514,0.659,0.693,0.0,0.184,-5.268,0.298,135.001,0.261,54,hiphop
spotify:track:4ucPhGibPjInOykvVNViRU,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Swivel (with EARTHGANG) - From The Album ""Mirrorland""","['Dreamville', 'EARTHGANG']",4,194613,True,0.247,0.594,0.545,0.0,0.239,-7.208,0.416,109.839,0.404,54,hiphop
spotify:track:5bnMRsrpblLaINuPh6b6QA,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)","['Dreamville', 'J. Cole', 'Zoink Gang', 'KEY!', 'Maxo Kream']",5,275986,True,0.375,0.518,0.713,1.09e-06,0.279,-6.143,0.508,165.265,0.307,54,hiphop
spotify:track:5NiJFLsaw1cUP80CPyMjdN,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Don't Hit Me Right Now (with Bas & Cozz feat. Yung Baby Tate, Guapdad 4000 & Buddy)","['Dreamville', 'Bas', 'Cozz', 'Yung Baby Tate', 'Guapdad 4000', 'Buddy']",6,174360,True,0.59,0.78,0.59,0.0,0.151,-6.587,0.123,123.98,0.493,53,hiphop
spotify:track:1tJfLhetVOhr9QtvMVTDrg,J. Cole,Revenge Of The Dreamers III: Director's Cut,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,"['Dreamville', 'JID', 'EARTHGANG', 'Buddy', 'Guapdad 4000']",7,123413,True,0.0728,0.799,0.827,5.3e-06,0.181,-3.198,0.103,148.022,0.24,55,hiphop
spotify:track:0qkiLDGEMIvrpSRIyAU6Xy,J. Cole,Revenge Of The Dreamers III: Director's Cut,Sleep Deprived (with Lute & Omen feat. Mez & DaVionne),"['Dreamville', 'Lute', 'Omen', 'Mez', 'DaVionne']",8,238453,True,0.286,0.56,0.798,0.0,0.522,-4.282,0.355,88.174,0.716,53,hiphop
spotify:track:6icmAHgt5ZcKijVxGme5ug,J. Cole,Revenge Of The Dreamers III: Director's Cut,Self Love (with Ari Lennox & Bas feat. Baby Rose),"['Dreamville', 'Ari Lennox', 'Bas', 'Baby Rose']",9,223013,True,0.189,0.759,0.7,0.0,0.119,-6.161,0.0593,106.05,0.199,52,hiphop
spotify:track:001tGjS4WX77wtQGCP8Sfm,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Ladies, Ladies, Ladies (with JID feat. T.I.)","['Dreamville', 'JID', 'T.I.']",10,167786,True,0.638,0.558,0.671,0.0,0.301,-5.955,0.292,80.436,0.485,52,hiphop
spotify:track:6stSUCyAY8mfBX00Nc5UuI,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","['Dreamville', 'Bas', 'JID', 'Guapdad 4000', 'Reese LAFLARE', 'Jace', 'Mez', 'Smokepurpp', 'Buddy', 'Ski Mask The Slump God']",11,217866,True,0.532,0.832,0.648,0.0,0.0705,-6.383,0.37,120.933,0.624,54,hiphop
spotify:track:5lnkEsVe0nThSA7YcvzTLA,J. Cole,Revenge Of The Dreamers III: Director's Cut,"1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)","['Dreamville', 'J. Cole', 'JID', 'Cozz', 'EARTHGANG', 'Smino', 'Buddy']",12,210466,True,0.528,0.524,0.725,0.0,0.592,-5.318,0.625,177.677,0.689,54,hiphop
spotify:track:1zJ7ymdM0xajHw4ZYLICBo,J. Cole,Revenge Of The Dreamers III: Director's Cut,Rembrandt...Run It Back (with JID & J. Cole feat. Vince Staples),"['Dreamville', 'JID', 'J. Cole', 'Vince Staples']",13,151826,True,0.405,0.712,0.555,0.00191,0.0844,-6.059,0.411,140.425,0.259,52,hiphop
spotify:track:1RSjLwX6inbcfF23cuqgrM,J. Cole,Revenge Of The Dreamers III: Director's Cut,Sunset (with J. Cole feat. Young Nudy),"['Dreamville', 'J. Cole', 'Young Nudy']",14,178373,True,0.153,0.923,0.382,0.0,0.151,-7.117,0.199,129.927,0.406,53,hiphop
