uri,artist,album,name,artists,track_number,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre
spotify:track:19Yum3jpUU8gey1Ue0dP4m,J. Cole,Revenge Of The Dreamers III: Director's Cut,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),"['Dreamville', 'Ari Lennox', 'Omen', 'Ty Dolla $ign', 'Dreezy']",15,284040,True,0.146,0.699,0.611,0.0,0.0959,-6.439,0.338,76.276,0.461,50,hiphop
spotify:track:7CX1m1nI25iiNoOgRKNoIT,J. Cole,Revenge Of The Dreamers III: Director's Cut,MIDDLE CHILD,['J. Cole'],16,213000,True,0.191,0.839,0.484,0.0,0.254,-6.9,0.242,126.021,0.513,51,hiphop
spotify:track:5wYslsQvKIIWDt7PN6Y0zd,J. Cole,Revenge Of The Dreamers III: Director's Cut,"PTSD (with Omen feat. Mereba, Deante' Hitchcock & St. Beauty)","['Dreamville', 'Omen', 'Mereba', ""Deante' Hitchcock"", 'St. Beauty']",17,237853,True,0.115,0.547,0.875,1.39e-06,0.144,-5.417,0.439,95.306,0.594,50,hiphop
spotify:track:33mhcaisagS8xc7ZTckRU9,J. Cole,Revenge Of The Dreamers III: Director's Cut,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),"['Dreamville', 'EARTHGANG', 'J. Cole', 'Smino', 'Saba']",18,382306,True,0.101,0.827,0.685,0.0,0.109,-6.978,0.407,146.995,0.275,54,hiphop
spotify:track:2pQUmVMJiuGx3Dh0daDcJz,J. Cole,Revenge Of The Dreamers III: Director's Cut,Big Black Truck (with JID),"['Dreamville', 'JID']",19,152973,True,0.451,0.607,0.48,0.0,0.357,-7.833,0.635,171.332,0.142,65,hiphop
spotify:track:7pTnbqbltYggOYbXrIE3V9,J. Cole,Revenge Of The Dreamers III: Director's Cut,Still Up (with EARTHGANG feat. REASON),"['Dreamville', 'EARTHGANG', 'REASON']",20,205200,True,0.0894,0.849,0.692,0.0,0.205,-5.555,0.119,150.003,0.512,58,hiphop
spotify:track:1MobF57nbROs1ml9IYEzwN,J. Cole,Revenge Of The Dreamers III: Director's Cut,Outta Pocket (with Bas & Cozz feat. Girl Talk),"['Dreamville', 'Bas', 'Cozz', 'Girl Talk']",21,157213,True,0.244,0.91,0.456,0.00741,0.0842,-7.421,0.0642,129.989,0.554,61,hiphop
spotify:track:5hrDDQTYaIH6iD2zX7uuoj,J. Cole,Revenge Of The Dreamers III: Director's Cut,Late Night (with Cozz & Omen feat. Buddy & Landstrip Chip),"['Dreamville', 'Cozz', 'Omen', 'Buddy', 'Landstrip Chip']",22,196920,True,0.103,0.678,0.656,0.0,0.316,-7.803,0.507,125.451,0.711,58,hiphop
spotify:track:1tJq10vQnqYI0eiZd9FkEB,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Spin Move (with Bas feat. Saba, Smino & The Hics)","['Dreamville', 'Bas', 'Saba', 'Smino', 'The Hics']",23,223533,True,0.07,0.784,0.559,1.82e-06,0.169,-8.401,0.427,75.098,0.565,58,hiphop
spotify:track:39KiTKARPALXdEYaG5tqFM,J. Cole,Revenge Of The Dreamers III: Director's Cut,BUSSIT (with Ari Lennox),"['Dreamville', 'Ari Lennox']",24,150720,True,0.22,0.796,0.563,1.44e-06,0.077,-6.421,0.363,144.96,0.485,65,hiphop
spotify:track:18AFdCGyTiy6WtTDlx1HnN,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Passcode (with Ari Lennox feat. Buddy, Smino, Mez & Guapdad 4000)","['Dreamville', 'Ari Lennox', 'Buddy', 'Smino', 'Mez', 'Guapdad 4000']",25,206000,True,0.555,0.626,0.42,2.64e-06,0.117,-9.459,0.54,140.929,0.604,56,hiphop
spotify:track:6k6QKZTfsSkLcARPA3VY4D,J. Cole,Revenge Of The Dreamers III: Director's Cut,Up Up Away (with JID & EARTHGANG feat. Vince Staples),"['Dreamville', 'JID', 'EARTHGANG', 'Vince Staples']",26,199706,True,0.0333,0.882,0.573,0.0,0.316,-6.052,0.237,77.977,0.483,61,hiphop
spotify:track:7oL60LH1UJgqauinmCYiGr,J. Cole,Revenge Of The Dreamers III: Director's Cut,"No Chorus (with Bas feat. Buddy, Guapdad 4000 & Dreezy)","['Dreamville', 'Bas', 'Dreezy', 'Buddy', 'Guapdad 4000']",27,202213,True,0.238,0.691,0.392,0.0,0.149,-9.534,0.25,148.297,0.0891,58,hiphop
spotify:track:6Kwblq3Rf6KWDPK3kUpNBg,J. Cole,Revenge Of The Dreamers III: Director's Cut,Disgusted (with Cozz feat. Childish Major),"['Dreamville', 'Cozz', 'Childish Major']",28,163053,True,0.133,0.514,0.676,0.0,0.0832,-5.322,0.325,86.836,0.327,56,hiphop
spotify:track:54DECsrTA7p2WdAllfCupL,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Revenge (with Lute & Omen feat. Ari Lennox, EARTHGANG, Childish Major & REASON)","['Dreamville', 'Lute', 'Omen', 'Ari Lennox', 'EARTHGANG', 'Childish Major', 'REASON']",29,333226,True,0.0389,0.663,0.805,0.0,0.341,-6.87,0.387,151.091,0.218,55,hiphop
spotify:track:1hp7uTRi0jYcN6wgFP077U,J. Cole,Revenge Of The Dreamers III: Director's Cut,Still Dreamin (with JID & Lute feat. 6LACK),"['Dreamville', 'JID', 'Lute', '6LACK']",30,261053,True,0.478,0.452,0.557,1.75e-06,0.0945,-6.425,0.261,82.411,0.38,63,hiphop
spotify:track:52Hq1nvCDDZ17dhgGWLnCI,J. Cole,KOD,Intro,['J. Cole'],1,107160,False,0.811,0.512,0.28,7.48e-05,0.087,-16.708,0.0441,111.446,0.545,53,hiphop
spotify:track:7yotKA30dwTKNEGomV9ZsI,J. Cole,KOD,KOD,['J. Cole'],2,191436,True,0.21,0.831,0.782,0.0,0.113,-6.274,0.15,141.869,0.199,73,hiphop
spotify:track:0bhnUFDQFCEHCBlsQfHnj5,J. Cole,KOD,Photograph,['J. Cole'],3,218953,True,0.0299,0.825,0.487,0.0,0.0868,-6.416,0.233,105.05,0.372,65,hiphop
spotify:track:3rFF7kSm5qBOOPs6ljFgPp,J. Cole,KOD,The Cut Off (feat. kiLL edward),"['J. Cole', 'kiLL edward']",4,237295,True,0.185,0.74,0.543,0.0,0.372,-7.979,0.399,78.198,0.337,60,hiphop
spotify:track:2UciqgwVDwro0fev3MFbxJ,J. Cole,KOD,ATM,['J. Cole'],5,216726,True,0.115,0.719,0.497,0.0,0.0898,-7.661,0.681,81.651,0.345,68,hiphop
spotify:track:1AT4xjNarTswd0UZ5FlmKF,J. Cole,KOD,Motiv8,['J. Cole'],6,133921,True,0.135,0.869,0.385,0.0,0.0931,-7.801,0.297,149.897,0.596,66,hiphop
spotify:track:6tZ3b7ik1QDXFAZlXib0YZ,J. Cole,KOD,Kevin’s Heart,['J. Cole'],7,200309,True,0.482,0.829,0.527,0.0,0.631,-6.644,0.367,116.078,0.473,73,hiphop
spotify:track:5sWbwccBcyHsg5LEKWGZo9,J. Cole,KOD,BRACKETS,['J. Cole'],8,315771,True,0.19,0.675,0.567,1.77e-06,0.175,-9.147,0.263,84.039,0.658,62,hiphop
spotify:track:0Px86mRlxdB3YqpK6KXWlr,J. Cole,KOD,Once an Addict,['J. Cole'],9,197821,True,0.626,0.548,0.472,0.0,0.119,-8.343,0.477,82.36,0.138,58,hiphop
spotify:track:6onwlDmIVKE8bBgyBRSuS0,J. Cole,KOD,FRIENDS (feat. kiLL edward),"['J. Cole', 'kiLL edward']",10,257646,True,0.102,0.716,0.652,0.0,0.11,-7.909,0.398,109.295,0.494,60,hiphop
spotify:track:5Lgqu1th1KqlG97OF2gWGe,J. Cole,KOD,Window Pain,['J. Cole'],11,286729,True,0.0607,0.72,0.626,0.0,0.0728,-9.351,0.397,75.032,0.182,61,hiphop
spotify:track:7EulRO07ZgchxqKUHb8Pvc,J. Cole,KOD,1985,['J. Cole'],12,190176,True,0.147,0.678,0.648,0.0,0.182,-5.892,0.445,94.336,0.635,67,hiphop
spotify:track:3MWlVSkoLS1e66nlZ2tuWJ,J. Cole,4 Your Eyez Only,For Whom The Bell Tolls,['J. Cole'],1,127880,True,0.536,0.595,0.416,0.0,0.293,-10.957,0.0366,74.556,0.185,58,hiphop
spotify:track:6AGON2BGdPmPMJGiiNuuwl,J. Cole,4 Your Eyez Only,Immortal,['J. Cole'],2,201666,True,0.455,0.744,0.43,2.73e-06,0.126,-10.604,0.309,92.039,0.266,65,hiphop
spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,J. Cole,4 Your Eyez Only,Deja Vu,['J. Cole'],3,264746,True,0.352,0.657,0.421,0.000218,0.187,-11.378,0.412,174.063,0.181,69,hiphop
spotify:track:2z3joGXrdGL2iEjIKQTiN1,J. Cole,4 Your Eyez Only,Ville Mentality,['J. Cole'],4,194346,True,0.745,0.87,0.386,0.00013,0.122,-7.843,0.0684,119.91,0.642,62,hiphop
spotify:track:0HtOJj7Kl74s1Ngf3MWeif,J. Cole,4 Your Eyez Only,She's Mine Pt. 1,['J. Cole'],5,209080,True,0.766,0.439,0.204,0.0913,0.284,-15.165,0.0587,139.652,0.0408,61,hiphop
spotify:track:3pjUyVbFmM96tYhSaKJwTt,J. Cole,4 Your Eyez Only,Change,['J. Cole'],6,331480,True,0.666,0.74,0.523,0.00142,0.0968,-10.753,0.233,97.063,0.235,64,hiphop
spotify:track:0utlOiJy2weVl9WTkcEWHy,J. Cole,4 Your Eyez Only,Neighbors,['J. Cole'],7,216520,True,0.319,0.898,0.283,0.000383,0.11,-12.335,0.356,138.97,0.469,72,hiphop
spotify:track:77IAeEz8LEchPN8UNjaTJ2,J. Cole,4 Your Eyez Only,Foldin Clothes,['J. Cole'],8,316920,True,0.234,0.698,0.487,0.00086,0.0724,-9.887,0.312,161.943,0.614,58,hiphop
spotify:track:5rmcjZTrE9JR1YrbNZDFNW,J. Cole,4 Your Eyez Only,She's Mine Pt. 2,['J. Cole'],9,278920,True,0.798,0.486,0.194,0.00624,0.114,-15.265,0.0712,70.031,0.048,58,hiphop
spotify:track:1vvnYpYEMVB4aq9I6tHIEB,J. Cole,4 Your Eyez Only,4 Your Eyez Only,['J. Cole'],10,530253,True,0.367,0.701,0.485,6.31e-05,0.0852,-10.305,0.364,78.863,0.496,64,hiphop
spotify:track:4YwNf1fLZt9IQhJeHNWfBi,J. Cole,2014 Forest Hills Drive,Intro,['J. Cole'],1,129266,True,0.844,0.456,0.268,0.0693,0.107,-15.164,0.0417,78.531,0.12,57,hiphop
spotify:track:6NyhBA9M6KK0fuVsojxL00,J. Cole,2014 Forest Hills Drive,January 28th,['J. Cole'],2,242813,True,0.259,0.483,0.546,0.0,0.0951,-8.59,0.349,81.967,0.372,62,hiphop
spotify:track:6Ius4TC0L3cN74HT7ENE6e,J. Cole,2014 Forest Hills Drive,Wet Dreamz,['J. Cole'],3,239320,True,0.0752,0.504,0.705,0.0,0.128,-8.205,0.364,175.483,0.584,77,hiphop
spotify:track:4txn9qnwK3ILQqv5oq2mO3,J. Cole,2014 Forest Hills Drive,03' Adolescence,['J. Cole'],4,264213,True,0.389,0.518,0.809,0.0,0.275,-6.362,0.566,146.216,0.261,62,hiphop
spotify:track:7lL3MvFWFFSD25pBz72Agj,J. Cole,2014 Forest Hills Drive,A Tale of 2 Citiez,['J. Cole'],5,269786,True,0.553,0.559,0.556,0.0,0.251,-7.844,0.531,189.861,0.362,68,hiphop
spotify:track:4Tjh34RS4ACZ6f6srlDBg8,J. Cole,2014 Forest Hills Drive,Fire Squad,['J. Cole'],6,288200,True,0.279,0.516,0.738,0.0,0.621,-7.21,0.415,175.432,0.595,65,hiphop
spotify:track:4qRjfovbhI4EwP7VQNfxVW,J. Cole,2014 Forest Hills Drive,St. Tropez,['J. Cole'],7,257920,True,0.054,0.561,0.541,0.0371,0.0627,-9.818,0.0711,84.241,0.324,59,hiphop
spotify:track:16qYlQ6koFxYVbiJbGHblz,J. Cole,2014 Forest Hills Drive,G.O.M.D.,['J. Cole'],8,301133,True,0.331,0.889,0.393,8.67e-06,0.283,-10.821,0.267,128.065,0.304,73,hiphop
spotify:track:62vpWI1CHwFy7tMIcSStl8,J. Cole,2014 Forest Hills Drive,No Role Modelz,['J. Cole'],9,292986,True,0.302,0.696,0.521,0.0,0.0565,-8.465,0.332,100.0,0.458,81,hiphop
spotify:track:30Chv2SmIry70YwtmtaKnj,J. Cole,2014 Forest Hills Drive,Hello,['J. Cole'],10,219173,True,0.0774,0.631,0.7,1.19e-05,0.106,-8.565,0.212,159.973,0.329,59,hiphop
spotify:track:1HNs07uZxZniPNmniw2GTa,J. Cole,2014 Forest Hills Drive,Apparently,['J. Cole'],11,293040,True,0.564,0.801,0.543,0.0,0.116,-9.236,0.091,133.982,0.534,68,hiphop
spotify:track:4gkl7QbQvBd3TM9PhlWFkI,J. Cole,2014 Forest Hills Drive,Love Yourz,['J. Cole'],12,211680,True,0.609,0.502,0.623,0.0,0.119,-8.812,0.441,75.555,0.399,69,hiphop
spotify:track:01VGA34ATxwp0Xo1ldduo2,J. Cole,2014 Forest Hills Drive,Note to Self,['J. Cole'],13,875306,True,0.855,0.652,0.455,0.0,0.171,-8.673,0.115,83.151,0.325,55,hiphop
spotify:track:6cvmUK21hD3GuKsSzrEe8B,J. Cole,The Blow Up,I Really Mean It - Freestyle,['J. Cole'],1,177024,True,0.037,0.52,0.937,0.0,0.348,-4.14,0.39,81.994,0.707,32,hiphop
spotify:track:5uwT58QBSoxYp56gcndyHL,J. Cole,The Blow Up,Knock on Wood - Freestyle,['J. Cole'],2,133642,True,0.0678,0.751,0.663,0.0,0.116,-12.49,0.183,104.812,0.688,34,hiphop
spotify:track:0rLNG4m2VQCONxX2hd5cW4,J. Cole,The Blow Up,Shook Ones - Freestyle,['J. Cole'],3,107075,True,0.256,0.773,0.907,6.64e-05,0.118,-5.069,0.281,96.237,0.661,37,hiphop
spotify:track:4fB7KVITypXsvTxaeQKHxt,J. Cole,The Blow Up,Premeditated Murder,['J. Cole'],4,235206,True,0.0527,0.606,0.914,0.0,0.252,-4.837,0.175,82.826,0.448,34,hiphop
spotify:track:7zTZ7D5NSfY5YMMC9blIGX,J. Cole,The Blow Up,The Last Stretch,['J. Cole'],5,211565,True,0.284,0.669,0.818,0.0,0.377,-8.021,0.453,83.185,0.538,29,hiphop
spotify:track:1WogLCQFbgPM08p6kyeW7v,J. Cole,The Blow Up,In the Morning,['J. Cole'],6,224653,True,0.738,0.428,0.766,5.11e-06,0.185,-6.845,0.555,76.969,0.586,36,hiphop
spotify:track:0QrtYeqkRsf6Pb5hRXYfVi,J. Cole,The Blow Up,Sky Boy,['J. Cole'],7,163422,True,0.111,0.384,0.928,0.0,0.459,-10.478,0.647,162.907,0.616,26,hiphop
spotify:track:0ppeNNZVDaBTZx1Cxo5i0I,J. Cole,The Blow Up,Serenade,['J. Cole'],8,128653,True,0.0311,0.686,0.829,0.0,0.153,-7.327,0.062,91.014,0.342,29,hiphop
spotify:track:1B8DBwB73rQ58AdIRjJXDj,J. Cole,The Blow Up,Unabomber,['J. Cole'],9,192522,True,0.0378,0.717,0.777,2.38e-06,0.0735,-7.818,0.133,160.037,0.39,31,hiphop
spotify:track:1SDxrYOlJcjDlGhVgG8Wj5,J. Cole,The Blow Up,Higher,['J. Cole'],10,226272,True,0.274,0.824,0.664,0.0,0.577,-7.642,0.301,88.022,0.664,38,hiphop
spotify:track:68Nw2xK5jKm3u9Szf4XB1Y,J. Cole,The Blow Up,We On,['J. Cole'],11,235154,True,0.283,0.539,0.824,0.0,0.139,-5.978,0.0906,160.087,0.24,28,hiphop
spotify:track:6ccfrQmco4PbFw5e9jFZjI,J. Cole,Born Sinner,Villuminati,['J. Cole'],1,307866,True,0.0493,0.657,0.836,0.00366,0.367,-6.075,0.196,107.352,0.049,0,hiphop
spotify:track:5Z0QFA0MNpTEXDTm1JQGFA,J. Cole,Born Sinner,Kerney Sermon (Skit),['J. Cole'],2,46066,True,0.643,0.646,0.608,0.0,0.353,-10.688,0.751,161.246,0.966,0,hiphop
spotify:track:6f4zhNCHd5nZYyrSoweJgQ,J. Cole,Born Sinner,Land of the Snakes,['J. Cole'],3,254453,True,0.23,0.772,0.729,0.0,0.257,-7.808,0.292,104.031,0.475,0,hiphop
spotify:track:7zOVeq49C7gqxt71VZdCwW,J. Cole,Born Sinner,Power Trip (feat. Miguel),"['J. Cole', 'Miguel']",4,241160,True,0.322,0.667,0.61,0.000203,0.426,-7.054,0.217,99.991,0.465,0,hiphop
spotify:track:5ICIWsIK8ulJgKvy0l0lVf,J. Cole,Born Sinner,Mo Money (Interlude),['J. Cole'],5,77640,True,0.756,0.617,0.719,0.0,0.149,-7.635,0.387,84.831,0.477,0,hiphop
spotify:track:2XgBzWsS8cvW5ghjSpccsO,J. Cole,Born Sinner,Trouble,['J. Cole'],6,258399,True,0.174,0.74,0.474,8.31e-06,0.153,-8.708,0.0622,107.454,0.0818,0,hiphop
spotify:track:6VJZQn8TpEBrWfBssoGXJC,J. Cole,Born Sinner,Runaway,['J. Cole'],7,314493,True,0.195,0.475,0.757,0.0,0.37,-7.307,0.357,187.929,0.0707,0,hiphop
spotify:track:4QEqNY61dZ7skP0UsILYOE,J. Cole,Born Sinner,She Knows (feat. Amber Coffman & Cults),"['J. Cole', 'Amber Coffman', 'Cults']",8,296520,True,0.0192,0.766,0.739,0.0794,0.229,-10.364,0.0805,118.005,0.185,0,hiphop
spotify:track:7qI35x8ORUuPvUGQOq3K73,J. Cole,Born Sinner,Rich Niggaz,['J. Cole'],9,276093,True,0.472,0.586,0.717,0.00236,0.104,-8.543,0.197,125.007,0.306,0,hiphop
spotify:track:6hPFsyIi5BMlRdsVmxLSzN,J. Cole,Born Sinner,Where's Jermaine? (Skit),['J. Cole'],10,36666,True,0.893,0.423,0.241,0.0,0.338,-12.823,0.0646,140.399,0.787,0,hiphop
spotify:track:2CysnHkoqgIH2E0KgW54A5,J. Cole,Born Sinner,Forbidden Fruit (feat. Kendrick Lamar),"['J. Cole', 'Kendrick Lamar']",11,268666,True,0.548,0.838,0.505,0.00127,0.211,-9.354,0.383,110.029,0.407,0,hiphop
spotify:track:5BjpU9pWex1cfEiHKGKsry,J. Cole,Born Sinner,Chaining Day,['J. Cole'],12,284506,True,0.279,0.625,0.642,1.22e-06,0.103,-7.291,0.168,84.544,0.333,0,hiphop
spotify:track:4QYM5PBzetgYl30mjqil2m,J. Cole,Born Sinner,Ain't That Some Shit (Interlude),['J. Cole'],13,147413,True,0.0814,0.703,0.852,0.0014,0.314,-5.932,0.196,76.471,0.961,0,hiphop
spotify:track:6sTjX4kz3bsL5FFTTWpvL0,J. Cole,Born Sinner,Crooked Smile (feat. TLC),"['J. Cole', 'TLC']",14,278573,True,0.433,0.607,0.784,0.0,0.689,-6.293,0.268,81.004,0.482,0,hiphop
spotify:track:5BSBe6zjBakFJj3nYw2HRm,J. Cole,Born Sinner,Let Nas Down,['J. Cole'],15,277200,True,0.0256,0.458,0.74,0.0,0.296,-5.65,0.245,79.255,0.37,0,hiphop
spotify:track:4a8lP0UjqIlwTiyingvYm0,J. Cole,Born Sinner,Born Sinner (feat. James Fauntleroy),"['J. Cole', 'James Fauntleroy']",16,209360,True,0.301,0.556,0.908,0.0,0.129,-4.759,0.245,158.151,0.715,0,hiphop
spotify:track:4Tqro5z3Uj9cDOWKOPaqMD,J. Cole,Cole World: The Sideline Story,Intro,['J. Cole'],1,82613,True,0.864,0.49,0.303,0.000383,0.105,-14.768,0.422,62.818,0.0569,43,hiphop
spotify:track:1Yl4UBgyoHPgyne7rEsFZp,J. Cole,Cole World: The Sideline Story,Dollar And A Dream III,['J. Cole'],2,283066,True,0.516,0.42,0.726,0.0,0.0907,-7.113,0.415,76.585,0.316,50,hiphop
spotify:track:3mTpegrOwRn0oJjv4TSbEE,J. Cole,Cole World: The Sideline Story,Can't Get Enough,"['J. Cole', 'Trey Songz']",3,225960,False,0.139,0.768,0.62,0.0,0.521,-7.399,0.0658,132.035,0.589,65,hiphop
spotify:track:6sZv0ECT8cEW3oZtoCuVg4,J. Cole,Cole World: The Sideline Story,Lights Please,['J. Cole'],4,208160,True,0.0293,0.813,0.563,0.0,0.125,-7.083,0.269,83.009,0.761,61,hiphop
spotify:track:2NJu5JtZLPmmuZF7Lr4Arr,J. Cole,Cole World: The Sideline Story,Interlude,['J. Cole'],5,99680,True,0.936,0.521,0.285,0.000168,0.115,-14.619,0.105,64.825,0.157,45,hiphop
spotify:track:5pIn0ZiclQOMzoFUlgDY0f,J. Cole,Cole World: The Sideline Story,Sideline Story,['J. Cole'],6,237853,True,0.705,0.745,0.572,0.0,0.146,-7.003,0.174,89.051,0.663,53,hiphop
spotify:track:4OSRNTDInE9bDHBBJ77tMw,J. Cole,Cole World: The Sideline Story,Mr. Nice Watch,"['J. Cole', 'JAY-Z']",7,237946,True,0.0929,0.556,0.574,0.000219,0.113,-8.555,0.0951,138.954,0.29,50,hiphop
spotify:track:5vSqkO8k4lrXPj2xlYL4br,J. Cole,Cole World: The Sideline Story,Cole World,['J. Cole'],8,184586,True,0.00137,0.695,0.768,0.0,0.0964,-8.819,0.136,156.974,0.499,57,hiphop
spotify:track:4OkiWfrZKmmVoILXk8JEtl,J. Cole,Cole World: The Sideline Story,In The Morning,"['J. Cole', 'Drake']",9,234386,False,0.764,0.44,0.671,0.0,0.212,-10.598,0.477,83.078,0.479,64,hiphop
spotify:track:3l6lmZCaZdnc90MI2BktqP,J. Cole,Cole World: The Sideline Story,Lost Ones,['J. Cole'],10,263720,True,0.103,0.727,0.781,0.0,0.0537,-8.614,0.29,81.076,0.682,60,hiphop
spotify:track:6Nw1WHydftZy2joT2nTiCR,J. Cole,Cole World: The Sideline Story,Nobody's Perfect,"['J. Cole', 'Missy Elliott']",11,190653,True,0.0974,0.793,0.498,1.26e-05,0.13,-11.208,0.17,119.988,0.427,63,hiphop
spotify:track:2lSyPI9VHK06g1yxbtwMXq,J. Cole,Cole World: The Sideline Story,Never Told,['J. Cole'],12,211520,True,0.396,0.326,0.65,0.0,0.119,-9.574,0.199,84.461,0.438,48,hiphop
spotify:track:1CivPhVrRCMZixFOQe3NKx,J. Cole,Cole World: The Sideline Story,Rise and Shine,['J. Cole'],13,274960,True,0.0551,0.425,0.768,0.0,0.19,-5.969,0.272,81.337,0.274,53,hiphop
spotify:track:2a3QH6bZDNpeC2YUMH5A2K,J. Cole,Cole World: The Sideline Story,God's Gift,['J. Cole'],14,212800,True,0.0311,0.332,0.791,0.000264,0.104,-4.489,0.22,79.65,0.439,50,hiphop
spotify:track:2aMHA0kCzCKDiRTNEe4NJc,J. Cole,Cole World: The Sideline Story,Breakdown,['J. Cole'],15,285306,True,0.0207,0.455,0.647,0.0556,0.098,-7.27,0.203,99.505,0.489,49,hiphop
spotify:track:2wAJTrFhCnQyNSD3oUgTZO,J. Cole,Cole World: The Sideline Story,Work Out,['J. Cole'],16,235320,True,0.0531,0.831,0.427,0.0,0.307,-6.903,0.106,93.004,0.216,77,hiphop
spotify:track:0tm4A93BbArNomNV1ucmJi,J. Cole,The Come Up,Intro,['J. Cole'],1,54200,False,0.78,0.614,0.482,0.0,0.152,-12.859,0.167,94.024,0.839,24,hiphop
spotify:track:0aVfOb4l3toLypWSTukASc,J. Cole,The Come Up,Simba,['J. Cole'],2,156106,False,0.498,0.664,0.675,0.0,0.334,-12.862,0.728,109.745,0.867,31,hiphop
spotify:track:4NPPrRFKXbRSxGoUJu9tN2,J. Cole,The Come Up,I'm The Man,['J. Cole'],3,178733,False,0.178,0.757,0.705,0.0,0.365,-11.15,0.325,99.732,0.63,31,hiphop
spotify:track:2QSFayXKhKO6Gqop3ol7u2,J. Cole,The Come Up,School Daze,['J. Cole'],4,232266,False,0.119,0.372,0.721,0.0,0.367,-11.804,0.386,167.883,0.636,28,hiphop
spotify:track:1QRareuHnYnzfJYTNEw10x,J. Cole,The Come Up,Dollar & A Dream,['J. Cole'],5,276920,False,0.015,0.584,0.62,0.0,0.364,-11.375,0.351,83.378,0.51,29,hiphop
spotify:track:0XvpEG40LcJVhaUazZ7qWu,J. Cole,The Come Up,Throw It Up,['J. Cole'],6,218853,False,0.332,0.454,0.628,0.0,0.0322,-14.221,0.393,95.784,0.785,27,hiphop
