uri,artist,album,name,artists,track_number,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre
spotify:track:69TBeUU01dxrQKZYEzKaVE,Kanye,Kanye West Presents Good Music Cruel Summer,Cold.1 - Album Version (Edited),"['Kanye West', 'DJ Khaled']",6,216213,False,0.0017,0.671,0.888,0.0,0.239,-4.094,0.0831,106.705,0.612,33,hiphop
spotify:track:2hhfoWnSh1RIYrOhXzhAOA,Kanye,Kanye West Presents Good Music Cruel Summer,Higher - Album Version (Edited),"['The-Dream', 'Pusha T', 'Ma$e', 'Cocaine 80s']",7,274280,False,0.0158,0.658,0.65,0.000211,0.122,-7.952,0.116,153.974,0.276,33,hiphop
spotify:track:5yyW5zyUXeVcdoBFmxRjAf,Kanye,Kanye West Presents Good Music Cruel Summer,Sin City - Album Version (Edited),"['John Legend', 'Travis Scott', 'Teyana Taylor', 'CyHi The Prynce', 'Malik Yusef']",8,268386,False,0.0425,0.55,0.625,0.0,0.0823,-8.462,0.117,82.946,0.237,34,hiphop
spotify:track:7CfxN8x1qsUrova92PF8P2,Kanye,Kanye West Presents Good Music Cruel Summer,The One - Album Version (Edited),"['Kanye West', 'Big Sean', '2 Chainz', 'Marsha Ambrosius']",9,344880,False,0.0391,0.529,0.757,0.0,0.127,-5.333,0.145,139.919,0.256,32,hiphop
spotify:track:51PO0Md0UhUWdzN4hcEuiN,Kanye,Kanye West Presents Good Music Cruel Summer,Creepers - Album Version (Edited),['Kid Cudi'],10,194013,False,0.0217,0.605,0.74,0.00192,0.115,-8.084,0.0842,197.961,0.0767,34,hiphop
spotify:track:62I2M5Nz5VdCLygDMgDZUM,Kanye,Kanye West Presents Good Music Cruel Summer,Bliss - Album Version (Edited),"['John Legend', 'Teyana Taylor']",11,210013,False,0.0127,0.356,0.66,0.0,0.445,-8.216,0.0401,76.368,0.411,30,hiphop
spotify:track:51mK2xGop7WMDVeuHLvhWP,Kanye,Kanye West Presents Good Music Cruel Summer,Don't Like.1 - Album Version (Edited),"['Kanye West', 'Chief Keef', 'Pusha T', 'Big Sean', 'Jadakiss']",12,282880,False,0.00708,0.499,0.604,0.0,0.113,-5.443,0.296,132.069,0.626,43,hiphop
spotify:track:3Osd3Yf8K73aj4ySn6LrvK,Kanye,Watch The Throne (Deluxe),No Church In The Wild,"['JAY-Z', 'Kanye West', 'Frank Ocean', 'The-Dream']",1,272506,True,0.246,0.654,0.751,0.0179,0.167,-7.508,0.105,92.781,0.568,69,hiphop
spotify:track:08T26i7SErk6jCDTW7uUFI,Kanye,Watch The Throne (Deluxe),Lift Off,"['JAY-Z', 'Kanye West', 'Beyoncé']",2,266253,True,0.187,0.403,0.784,0.00177,0.165,-7.584,0.171,179.427,0.275,58,hiphop
spotify:track:4Li2WHPkuyCdtmokzW2007,Kanye,Watch The Throne (Deluxe),Ni**as In Paris,"['JAY-Z', 'Kanye West']",3,219333,True,0.127,0.788,0.859,0.0,0.348,-5.542,0.315,140.027,0.769,77,hiphop
spotify:track:6vegnfDS8DAEaCqWaPYGPy,Kanye,Watch The Throne (Deluxe),Otis,"['JAY-Z', 'Kanye West', 'Otis Redding']",4,178213,True,0.552,0.755,0.631,0.0,0.5,-4.751,0.302,94.571,0.433,66,hiphop
spotify:track:5Pt83OUaK3K9C2if4C5JOk,Kanye,Watch The Throne (Deluxe),Gotta Have It,"['JAY-Z', 'Kanye West']",5,140746,True,0.411,0.74,0.574,0.0,0.262,-6.938,0.245,149.762,0.33,62,hiphop
spotify:track:3SIgBSv9D8Nm3CvP0o0Q9Z,Kanye,Watch The Throne (Deluxe),New Day,"['JAY-Z', 'Kanye West']",6,272853,True,0.389,0.561,0.645,7.05e-05,0.142,-6.809,0.0705,91.005,0.359,55,hiphop
spotify:track:3TJxCXkL774hhGUmzFLUgy,Kanye,Watch The Throne (Deluxe),That's My Bitch,"['JAY-Z', 'Kanye West']",7,202560,True,0.237,0.745,0.871,0.000293,0.121,-6.291,0.113,108.985,0.495,53,hiphop
spotify:track:6N43Qgg9jx21vfMkTYvSi3,Kanye,Watch The Throne (Deluxe),Welcome To The Jungle,"['JAY-Z', 'Kanye West']",8,174133,True,0.0128,0.636,0.93,3.7e-06,0.18,-5.179,0.364,92.899,0.325,53,hiphop
spotify:track:3R1k8P1MrDdLSRhlTaaWAS,Kanye,Watch The Throne (Deluxe),Who Gon Stop Me,"['JAY-Z', 'Kanye West']",9,256706,True,0.0408,0.594,0.73,0.000164,0.715,-4.638,0.159,133.88,0.378,59,hiphop
spotify:track:1smcSwXObpmxcjCulmjMgy,Kanye,Watch The Throne (Deluxe),Murder To Excellence,"['JAY-Z', 'Kanye West']",10,300960,True,0.024,0.566,0.816,0.0,0.0804,-4.741,0.32,87.353,0.578,57,hiphop
spotify:track:4Mx5gDSGBHbrsgJR7r1QwJ,Kanye,Watch The Throne (Deluxe),Made In America,"['JAY-Z', 'Kanye West', 'Frank Ocean']",11,292066,True,0.043,0.71,0.729,5.88e-05,0.224,-7.01,0.219,165.899,0.55,53,hiphop
spotify:track:4lLmG1fatRUgnRz0Ol0WUi,Kanye,Watch The Throne (Deluxe),Why I Love You,"['JAY-Z', 'Kanye West', 'Mr Hudson']",12,201373,True,0.0261,0.481,0.805,0.0,0.269,-4.132,0.0419,123.441,0.373,56,hiphop
spotify:track:4HWQexsnWXsAKBJp52hU4G,Kanye,Watch The Throne (Deluxe),Illest Motherf**ker Alive,"['JAY-Z', 'Kanye West']",13,503320,True,0.171,0.553,0.663,1.64e-06,0.595,-6.412,0.0837,139.979,0.299,51,hiphop
spotify:track:7esMRbSzvLv60O70XLZFbc,Kanye,Watch The Throne (Deluxe),H•A•M,"['Kanye West', 'JAY-Z']",14,275733,True,0.0462,0.657,0.523,0.0,0.322,-4.907,0.0614,140.046,0.0382,57,hiphop
spotify:track:5zes2uxTNuqNlO6toDTZN5,Kanye,Watch The Throne (Deluxe),Primetime,"['JAY-Z', 'Kanye West']",15,199240,True,0.166,0.662,0.923,9.64e-06,0.31,-4.085,0.21,84.99,0.469,51,hiphop
spotify:track:0fjUmA3EdEZBBVyKNhsct0,Kanye,Watch The Throne (Deluxe),The Joy,"['JAY-Z', 'Kanye West', 'Curtis Mayfield']",16,317920,True,0.146,0.584,0.516,3.07e-05,0.139,-6.256,0.325,79.743,0.326,51,hiphop
spotify:track:7yNK27ZTpHew0c55VvIJgm,Kanye,My Beautiful Dark Twisted Fantasy,Dark Fantasy,['Kanye West'],1,280786,True,0.274,0.59,0.587,0.0,0.167,-5.919,0.0457,88.015,0.367,66,hiphop
spotify:track:23SZWX2IaDnxmhFsSLvkG2,Kanye,My Beautiful Dark Twisted Fantasy,Gorgeous,"['Kanye West', 'Kid Cudi', 'Raekwon']",2,357653,True,0.0207,0.603,0.713,0.000179,0.431,-3.625,0.0317,91.953,0.12,66,hiphop
spotify:track:2gZUPNdnz5Y45eiGxpHGSc,Kanye,My Beautiful Dark Twisted Fantasy,POWER,['Kanye West'],3,292093,True,0.0162,0.543,0.915,0.0,0.744,-4.746,0.113,153.998,0.577,77,hiphop
spotify:track:4D6TpthzUVNTjWQqfBW5Kb,Kanye,My Beautiful Dark Twisted Fantasy,All Of The Lights (Interlude),['Kanye West'],4,62253,True,0.902,0.296,0.0792,0.591,0.128,-16.569,0.0392,111.272,0.497,59,hiphop
spotify:track:22L7bfCiAkJo5xGSQgmiIO,Kanye,My Beautiful Dark Twisted Fantasy,All Of The Lights,['Kanye West'],5,299613,True,0.0796,0.541,0.803,1.71e-05,0.176,-3.284,0.0738,142.135,0.221,74,hiphop
spotify:track:1ZHYJ2Wwgxes4m8Ba88PeK,Kanye,My Beautiful Dark Twisted Fantasy,Monster,"['Kanye West', 'JAY-Z', 'Rick Ross', 'Nicki Minaj', 'Bon Iver']",6,378893,True,0.00244,0.628,0.692,0.013,0.668,-5.64,0.202,124.791,0.0964,69,hiphop
spotify:track:6K07Ahf6V7CAQn0ikrOztl,Kanye,My Beautiful Dark Twisted Fantasy,So Appalled,"['Kanye West', 'JAY-Z', 'Pusha T', 'CyHi The Prynce', 'Swizz Beatz', 'RZA']",7,397666,True,0.255,0.629,0.754,0.0,0.63,-5.873,0.289,87.07,0.58,59,hiphop
spotify:track:1UGD3lW3tDmgZfAVDh6w7r,Kanye,My Beautiful Dark Twisted Fantasy,Devil In A New Dress,"['Kanye West', 'Rick Ross']",8,351946,True,0.0175,0.433,0.76,0.0,0.158,-4.935,0.0726,79.789,0.205,66,hiphop
spotify:track:3DK6m7It6Pw857FcQftMds,Kanye,My Beautiful Dark Twisted Fantasy,Runaway,"['Kanye West', 'Pusha T']",9,547733,True,0.218,0.571,0.568,0.0021,0.512,-3.827,0.0703,86.986,0.109,71,hiphop
spotify:track:3rCNmRonlHN1TXQLcG3dSk,Kanye,My Beautiful Dark Twisted Fantasy,Hell Of A Life,['Kanye West'],10,327786,True,0.00142,0.449,0.813,0.000172,0.106,-5.478,0.129,177.962,0.452,60,hiphop
spotify:track:4EndPA8b6FDWYp1RgsnLEB,Kanye,My Beautiful Dark Twisted Fantasy,Blame Game,"['Kanye West', 'John Legend']",11,469866,True,0.305,0.425,0.581,6.3e-05,0.11,-5.964,0.0646,83.352,0.636,59,hiphop
spotify:track:2Im64pIz6m0EJKdUe6eZ8r,Kanye,My Beautiful Dark Twisted Fantasy,Lost In The World,"['Kanye West', 'Bon Iver']",12,256586,True,0.115,0.609,0.746,0.0087,0.427,-5.249,0.184,117.072,0.277,61,hiphop
spotify:track:4e5IPJxSGVWPsaxQzdRseN,Kanye,My Beautiful Dark Twisted Fantasy,Who Will Survive In America,['Kanye West'],13,98200,True,0.228,0.676,0.843,0.000718,0.856,-6.111,0.359,116.152,0.597,53,hiphop
spotify:track:4ulYASOuCUwa2hQRsE2OVh,Kanye,808s & Heartbreak,Say You Will,['Kanye West'],1,377600,False,0.542,0.603,0.401,0.225,0.103,-10.155,0.0306,172.633,0.347,5,hiphop
spotify:track:5Qhq7GH9AOvpP6h7QkRWTl,Kanye,808s & Heartbreak,Welcome To Heartbreak,"['Kanye West', 'Kid Cudi']",2,262933,False,0.0985,0.677,0.435,0.721,0.111,-11.024,0.033,95.991,0.0729,7,hiphop
spotify:track:4ZMJshw6UOvaTWWThYtEoW,Kanye,808s & Heartbreak,Heartless,['Kanye West'],3,211000,False,0.0515,0.79,0.647,0.0,0.248,-5.983,0.136,87.999,0.654,9,hiphop
spotify:track:01UniWABhnIka7GgvzOC02,Kanye,808s & Heartbreak,Amazing,"['Kanye West', 'Jeezy']",4,238333,False,0.216,0.588,0.554,0.118,0.0619,-8.406,0.0545,146.133,0.496,6,hiphop
spotify:track:05bIHrj5BTUoQxXZS6IH3M,Kanye,808s & Heartbreak,Love Lockdown,['Kanye West'],5,270306,False,0.0542,0.76,0.524,0.5,0.112,-7.67,0.0323,119.603,0.112,8,hiphop
spotify:track:6S4ifbZ4Q2DhhD0ysxftK3,Kanye,808s & Heartbreak,Paranoid,"['Kanye West', 'Mr Hudson']",6,277906,False,0.114,0.587,0.611,9.83e-05,0.0765,-7.408,0.106,114.991,0.464,5,hiphop
spotify:track:02IlA1DlVZa5chlik45jv5,Kanye,808s & Heartbreak,RoboCop,['Kanye West'],7,274360,False,0.157,0.698,0.447,0.00564,0.405,-8.04,0.102,133.776,0.407,4,hiphop
spotify:track:5ByRHOS9edOQr436aB8NdN,Kanye,808s & Heartbreak,Street Lights,['Kanye West'],8,189906,False,0.0287,0.644,0.487,0.0166,0.206,-9.654,0.034,125.528,0.467,5,hiphop
spotify:track:3I9MY53joyhqFNKjqGHJKy,Kanye,808s & Heartbreak,Bad News,['Kanye West'],9,238773,False,0.0288,0.749,0.436,0.201,0.114,-11.99,0.0393,106.171,0.167,4,hiphop
spotify:track:60903t5ee2xtH5dHJ0AnPQ,Kanye,808s & Heartbreak,See You In My Nightmares,"['Kanye West', 'Lil Wayne']",10,258120,False,0.0626,0.676,0.432,0.0,0.103,-8.035,0.0339,124.597,0.156,4,hiphop
spotify:track:3Oa5mzKpQM8MrpcylcnnNJ,Kanye,808s & Heartbreak,Coldest Winter,['Kanye West'],11,164333,False,0.171,0.761,0.516,3.21e-06,0.265,-10.229,0.044,133.999,0.562,4,hiphop
spotify:track:2H4MsAq1bT8Wr78Sc8WFJg,Kanye,808s & Heartbreak,Pinocchio Story - Freestyle / Live From Singapore,['Kanye West'],12,361600,False,0.95,0.341,0.281,0.0,0.948,-13.204,0.0501,74.997,0.306,3,hiphop
spotify:track:6LbtKCO7lJ08RUVUwbWN1J,Kanye,Graduation (French Limited Version),Good Morning,['Kanye West'],1,195200,True,0.0711,0.58,0.618,0.000119,0.146,-5.457,0.127,169.714,0.543,22,hiphop
spotify:track:3gKfCgabK5ohZNh24p7BBE,Kanye,Graduation (French Limited Version),Champion,['Kanye West'],2,167506,True,0.00303,0.669,0.5,0.0,0.687,-8.315,0.27,102.091,0.777,19,hiphop
spotify:track:0zQS4nZPuKl1isqXVGhwUg,Kanye,Graduation (French Limited Version),Stronger,['Kanye West'],3,311946,True,0.00529,0.631,0.72,0.0,0.372,-7.854,0.13,103.987,0.478,37,hiphop
spotify:track:6uStyLa1SkHVKk7KXtSso8,Kanye,Graduation (French Limited Version),I Wonder,['Kanye West'],4,243426,True,0.139,0.684,0.463,0.000394,0.385,-8.665,0.0424,95.679,0.11,19,hiphop
spotify:track:222vBtQSGtX6yCL8S5Y5Ui,Kanye,Graduation (French Limited Version),Good Life,"['Kanye West', 'T-Pain']",5,207013,True,0.00226,0.378,0.722,0.0,0.518,-8.117,0.344,169.275,0.516,20,hiphop
spotify:track:1j3a021kY7d7Qqxq2HMrI8,Kanye,Graduation (French Limited Version),Can't Tell Me Nothing,['Kanye West'],6,271600,True,0.0126,0.467,0.623,0.0,0.675,-6.166,0.0506,79.506,0.0978,23,hiphop
spotify:track:6sAjm55flRReDptlqsxi34,Kanye,Graduation (French Limited Version),Barry Bonds,"['Kanye West', 'Lil Wayne']",7,204333,True,0.0387,0.631,0.637,0.0,0.282,-6.175,0.308,82.995,0.735,13,hiphop
spotify:track:25AoFOqP4k514bcKe7XS1A,Kanye,Graduation (French Limited Version),Drunk and Hot Girls,"['Kanye West', 'Mos Def']",8,313226,True,0.0595,0.659,0.454,3.92e-06,0.134,-7.317,0.0308,82.767,0.293,13,hiphop
spotify:track:43sHR9wKITXBE7Xnnjg2X4,Kanye,Graduation (French Limited Version),Flashing Lights,['Kanye West'],9,237506,True,0.0328,0.637,0.624,0.0,0.338,-7.592,0.0394,90.493,0.455,31,hiphop
spotify:track:4WX5Y4nATvRwi2M9GpTHnp,Kanye,Graduation (French Limited Version),Everything I Am,"['Kanye West', 'DJ Premier']",10,227773,True,0.424,0.601,0.629,4.24e-06,0.14,-6.947,0.288,80.493,0.752,18,hiphop
spotify:track:50pq2uoicYhN7yOsO3cdel,Kanye,Graduation (French Limited Version),The Glory,['Kanye West'],11,212826,True,0.0572,0.399,0.646,0.0,0.128,-7.269,0.291,82.762,0.677,15,hiphop
spotify:track:2DvDmy9aCv9TajH0MkHsXa,Kanye,Graduation (French Limited Version),Homecoming,['Kanye West'],12,203506,True,0.353,0.682,0.744,0.0,0.12,-7.067,0.172,87.009,0.915,26,hiphop
spotify:track:3I1hxWXVYhH6rjd3sn3P4n,Kanye,Graduation (French Limited Version),Big Brother,['Kanye West'],13,287413,True,0.17,0.456,0.729,0.0,0.072,-6.751,0.236,81.502,0.309,14,hiphop
spotify:track:6kaltnzR4QATRbBWHDWCp2,Kanye,Graduation (French Limited Version),Stronger - A-Trak Remix,['Kanye West'],14,276146,False,0.00405,0.73,0.797,0.00049,0.0723,-4.981,0.119,126.0,0.382,11,hiphop
spotify:track:4kq7ehLZmuiJeFUrRxm7W7,Kanye,Graduation (French Limited Version),Stronger - AD Remix Main,['Kanye West'],15,285880,False,0.00677,0.721,0.91,0.0166,0.0754,-5.439,0.0336,124.009,0.73,9,hiphop
spotify:track:5BfMJ6iytQnu1r7iiCYSXe,Khalid,Free Spirit,Intro,['Khalid'],1,213253,False,0.308,0.213,0.414,0.0257,0.0912,-9.725,0.0339,79.556,0.0553,61,hiphop
spotify:track:2vsuel3g4zaLYSOY0mOMbi,Khalid,Free Spirit,Bad Luck,['Khalid'],2,231653,False,0.277,0.432,0.52,0.371,0.138,-5.515,0.0548,164.047,0.303,68,hiphop
spotify:track:2XKFnwB6djxrJCjR3PdeRb,Khalid,Free Spirit,My Bad,['Khalid'],3,163973,False,0.547,0.577,0.578,0.59,0.264,-9.146,0.0906,84.965,0.367,65,hiphop
spotify:track:339Y993TrFyWyO438be0RY,Khalid,Free Spirit,Better,['Khalid'],4,229400,False,0.0503,0.692,0.552,0.165,0.136,-9.543,0.0497,98.028,0.15,67,hiphop
spotify:track:6TqXcAFInzjp0bODyvrWEq,Khalid,Free Spirit,Talk (feat. Disclosure),"['Khalid', 'Disclosure']",5,197573,False,0.051,0.901,0.4,0.0,0.0599,-8.575,0.126,135.984,0.346,80,hiphop
spotify:track:5A1w94uzc1kO1Zhe8WWxC3,Khalid,Free Spirit,Right Back,['Khalid'],6,215226,False,0.0649,0.789,0.427,3.62e-05,0.171,-9.918,0.308,97.032,0.605,68,hiphop
spotify:track:1E6DEDWDKHoOW0fcFuDghV,Khalid,Free Spirit,Don't Pretend (feat. SAFE),"['Khalid', 'SAFE']",7,165840,False,0.258,0.697,0.551,0.00551,0.124,-8.833,0.0815,89.0,0.219,66,hiphop
spotify:track:6fOOKqQWcSy33ApU1wqkkW,Khalid,Free Spirit,Paradise,['Khalid'],8,173653,False,0.206,0.581,0.452,0.00329,0.0881,-9.558,0.15,75.046,0.523,65,hiphop
spotify:track:0HEckRWFSknIupbGzavk5d,Khalid,Free Spirit,Hundred,['Khalid'],9,277080,False,0.0521,0.772,0.483,0.000375,0.377,-10.06,0.0564,120.005,0.479,66,hiphop
spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,Khalid,Free Spirit,Outta My Head (with John Mayer),"['Khalid', 'John Mayer']",10,177066,False,0.0174,0.729,0.545,0.000274,0.369,-7.818,0.0316,103.012,0.514,73,hiphop
spotify:track:2kAIpGWnlFLQh48iut6Zzq,Khalid,Free Spirit,Free Spirit,['Khalid'],11,182080,False,0.308,0.627,0.446,0.00077,0.111,-9.477,0.0332,139.994,0.11,74,hiphop
spotify:track:1NgCWYuBLfqBDA3b8MgSVU,Khalid,Free Spirit,Twenty One,['Khalid'],12,184200,False,0.212,0.776,0.445,0.00409,0.124,-8.574,0.0371,109.981,0.405,65,hiphop
spotify:track:42w7pX3r1TpLR0i55Ek5ND,Khalid,Free Spirit,Bluffin',['Khalid'],13,199240,False,0.354,0.529,0.314,0.000436,0.102,-10.323,0.0461,129.664,0.288,63,hiphop
spotify:track:1WqLtczgKdbHFHhefOU0y7,Khalid,Free Spirit,Self,['Khalid'],14,229960,False,0.44,0.618,0.693,0.759,0.101,-7.889,0.333,143.98,0.439,60,hiphop
spotify:track:12VqHHz4wvVcnEdSivjLeQ,Khalid,Free Spirit,Alive,['Khalid'],15,177413,False,0.832,0.386,0.406,0.0597,0.171,-10.419,0.0425,78.616,0.205,64,hiphop
spotify:track:0Hgqglypzt6Qs5Duqskcqs,Khalid,Free Spirit,Heaven,['Khalid'],16,213026,False,0.613,0.42,0.479,0.663,0.0679,-8.881,0.0374,116.989,0.11,63,hiphop
spotify:track:1fHRzxbts9A8J1ergDe7Kz,Khalid,Free Spirit,Saturday Nights,['Khalid'],17,211626,False,0.634,0.574,0.37,9.38e-05,0.0986,-10.803,0.0841,83.162,0.354,69,hiphop
spotify:track:7EROK3PMgkCG3wdwcbeauW,Khalid,Suncity,9.13,['Khalid'],1,55720,False,0.975,0.289,0.451,0.942,0.222,-15.013,0.0538,131.72,0.59,50,hiphop
spotify:track:7stcuQtnHL7C6XdPvpwywv,Khalid,Suncity,Vertigo,['Khalid'],2,270413,False,0.552,0.487,0.458,0.0257,0.117,-7.761,0.0371,115.989,0.207,65,hiphop
spotify:track:7vGGAJBkHKxKtOnGjQduDV,Khalid,Suncity,Saturday Nights,['Khalid'],3,209546,False,0.635,0.54,0.439,1.93e-05,0.0993,-8.591,0.115,167.908,0.371,70,hiphop
spotify:track:0v75ti1d2M6pd0sC42UNNN,Khalid,Suncity,Salem's Interlude,['Khalid'],4,81933,True,0.963,0.479,0.485,0.658,0.152,-12.302,0.162,80.933,0.457,50,hiphop
spotify:track:65DzdjRWH35DNsBZBjW523,Khalid,Suncity,Motion,['Khalid'],5,235880,False,0.0982,0.554,0.61,0.0812,0.561,-7.229,0.0804,80.948,0.497,65,hiphop
spotify:track:2OpBganfGk2GVdSlRdxzaX,Khalid,Suncity,Better,['Khalid'],6,229320,False,0.102,0.695,0.586,0.317,0.113,-10.315,0.0658,98.035,0.112,63,hiphop
spotify:track:6SkHm6poyKfzV6kc9any8k,Khalid,Suncity,Suncity (feat. Empress Of),"['Khalid', 'Empress Of']",7,189493,False,0.0998,0.694,0.63,0.000635,0.12,-6.84,0.162,90.045,0.341,69,hiphop
spotify:track:312WNtMs3F28cUukaPY9bo,Khalid,American Teen,American Teen,['Khalid'],1,250746,False,0.0683,0.658,0.623,0.0,0.321,-6.934,0.0398,100.436,0.207,70,hiphop
spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,Khalid,American Teen,Young Dumb & Broke,['Khalid'],2,202546,False,0.199,0.798,0.539,1.66e-05,0.165,-6.351,0.0421,136.949,0.394,81,hiphop
spotify:track:152lZdxL1OR0ZMW6KquMif,Khalid,American Teen,Location,['Khalid'],3,219080,False,0.33,0.736,0.449,0.000162,0.0898,-11.462,0.425,80.126,0.326,81,hiphop
spotify:track:52Qu0no0NBho3zyRmjlsHn,Khalid,American Teen,Another Sad Love Song,['Khalid'],4,244746,False,0.412,0.834,0.472,6.76e-05,0.0836,-7.777,0.0873,107.014,0.517,70,hiphop
spotify:track:248OFOZef6ShXv6DGgbnxU,Khalid,American Teen,Saved,['Khalid'],5,206533,False,0.189,0.739,0.448,0.0,0.118,-10.28,0.138,81.044,0.553,74,hiphop
spotify:track:39KG4kom3enSx4GTThuDGt,Khalid,American Teen,Coaster,['Khalid'],6,199120,False,0.935,0.441,0.219,0.0,0.115,-14.586,0.0419,94.021,0.244,75,hiphop
spotify:track:5bgwqaRSS3M8WHWruHgSL5,Khalid,American Teen,8TEEN,['Khalid'],7,228600,False,0.225,0.83,0.585,0.00209,0.0576,-5.802,0.0366,105.03,0.642,78,hiphop
spotify:track:6AIccJIWHGK26xi34FAkwl,Khalid,American Teen,Let's Go,['Khalid'],8,204546,True,0.572,0.78,0.371,0.0,0.247,-6.705,0.0559,108.003,0.43,63,hiphop
spotify:track:3JTtZUOiZljuWbNiasfHB6,Khalid,American Teen,Hopeless,['Khalid'],9,167640,False,0.643,0.785,0.702,0.0,0.175,-4.517,0.0464,116.021,0.569,62,hiphop
spotify:track:34izzOmykADkGT27pUjUvJ,Khalid,American Teen,Cold Blooded,['Khalid'],10,207960,False,0.777,0.71,0.405,0.000163,0.111,-10.864,0.0519,103.04,0.402,62,hiphop
spotify:track:4V3VshJLUTCIWa77YiAkvM,Khalid,American Teen,Winter,['Khalid'],11,241866,False,0.101,0.678,0.575,9.38e-06,0.116,-7.086,0.123,100.007,0.367,64,hiphop
spotify:track:25YvGDl2zSE0pH8jrMZ6aY,Khalid,American Teen,Therapy,['Khalid'],12,257959,False,0.891,0.707,0.484,0.00344,0.256,-6.579,0.0481,92.988,0.43,64,hiphop
spotify:track:6SWHTMywuTXLFlMQ75cAuu,Khalid,American Teen,Keep Me,['Khalid'],13,276226,False,0.368,0.778,0.574,0.0,0.126,-7.775,0.0327,112.048,0.663,62,hiphop
spotify:track:1Ob94QesoxHSBrypyBbdfd,Khalid,American Teen,Shot Down,['Khalid'],14,207106,False,0.893,0.767,0.512,0.000223,0.103,-6.777,0.0591,123.921,0.489,68,hiphop
spotify:track:67kXYrMTQbS7MVbXyGyxHm,Khalid,American Teen,Angels,['Khalid'],15,170680,False,0.959,0.472,0.265,0.000499,0.1,-10.059,0.0356,111.558,0.204,66,hiphop
